"Ruby Sanctum H25",Halion,"Apocalypse's Advance",epic,54578,https://wowhead.com/wotlk/item=54578
"Ruby Sanctum H25",Halion,"Bracers of Fiery Night",epic,54582,https://wowhead.com/wotlk/item=54582
"Ruby Sanctum H25",Halion,"Charred Twilight Scale",epic,54588,https://wowhead.com/wotlk/item=54588
"Ruby Sanctum H25",Halion,"Cloak of Burning Dusk",epic,54583,https://wowhead.com/wotlk/item=54583
"Ruby Sanctum H25",Halion,"Foreshadow Steps",epic,54586,https://wowhead.com/wotlk/item=54586
"Ruby Sanctum H25",Halion,"Glowing Twilight Scale",epic,54589,https://wowhead.com/wotlk/item=54589
"Ruby Sanctum H25",Halion,"Penumbra Pendant",epic,54581,https://wowhead.com/wotlk/item=54581
"Ruby Sanctum H25",Halion,"Petrified Twilight Scale",epic,54591,https://wowhead.com/wotlk/item=54591
"Ruby Sanctum H25",Halion,"Phaseshifter's Bracers",epic,54584,https://wowhead.com/wotlk/item=54584
"Ruby Sanctum H25",Halion,"Returning Footfalls",epic,54577,https://wowhead.com/wotlk/item=54577
"Ruby Sanctum H25",Halion,"Ring of Phased Regeneration",epic,54585,https://wowhead.com/wotlk/item=54585
"Ruby Sanctum H25",Halion,"Sharpened Twilight Scale",epic,54590,https://wowhead.com/wotlk/item=54590
"Ruby Sanctum H25",Halion,"Signet of Twilight",epic,54576,https://wowhead.com/wotlk/item=54576
"Ruby Sanctum H25",Halion,"Split Shape Belt",epic,54587,https://wowhead.com/wotlk/item=54587
"Ruby Sanctum H25",Halion,"Treads of Impending Resurrection",epic,54579,https://wowhead.com/wotlk/item=54579
"Ruby Sanctum H25",Halion,"Umbrage Armbands",epic,54580,https://wowhead.com/wotlk/item=54580
"Ruby Sanctum H10",Halion,"Abduction's Cover",epic,54556,https://wowhead.com/wotlk/item=54556
"Ruby Sanctum H10",Halion,"Baltharus' Gift",epic,54557,https://wowhead.com/wotlk/item=54557
"Ruby Sanctum H10",Halion,"Boots of Divided Being",epic,54558,https://wowhead.com/wotlk/item=54558
"Ruby Sanctum H10",Halion,"Bracers of the Heir",epic,54559,https://wowhead.com/wotlk/item=54559
"Ruby Sanctum H10",Halion,"Changeling Gloves",epic,54560,https://wowhead.com/wotlk/item=54560
"Ruby Sanctum H10",Halion,"Gloaming Sark",epic,54561,https://wowhead.com/wotlk/item=54561
"Ruby Sanctum H10",Halion,"Misbegotten Belt",epic,54562,https://wowhead.com/wotlk/item=54562
"Ruby Sanctum H10",Halion,"Saviana's Tribute",epic,54563,https://wowhead.com/wotlk/item=54563
"Ruby Sanctum H10",Halion,"Scion's Treads",epic,54564,https://wowhead.com/wotlk/item=54564
"Ruby Sanctum H10",Halion,"Surrogate Belt",epic,54565,https://wowhead.com/wotlk/item=54565
"Ruby Sanctum H10",Halion,"Twilight Scale Shoulders",epic,54566,https://wowhead.com/wotlk/item=54566
"Ruby Sanctum H10",Halion,"Zarithrian's Offering",epic,54567,https://wowhead.com/wotlk/item=54567
"Ruby Sanctum N25",Halion,"Apocalypse's Advance",epic,53125,https://wowhead.com/wotlk/item=53125
"Ruby Sanctum N25",Halion,"Bracers of Fiery Night",epic,53486,https://wowhead.com/wotlk/item=53486
"Ruby Sanctum N25",Halion,"Charred Twilight Scale",epic,54572,https://wowhead.com/wotlk/item=54572
"Ruby Sanctum N25",Halion,"Cloak of Burning Dusk",epic,53489,https://wowhead.com/wotlk/item=53489
"Ruby Sanctum N25",Halion,"Foreshadow Steps",epic,53487,https://wowhead.com/wotlk/item=53487
"Ruby Sanctum N25",Halion,"Glowing Twilight Scale",epic,54573,https://wowhead.com/wotlk/item=54573
"Ruby Sanctum N25",Halion,"Penumbra Pendant",epic,53132,https://wowhead.com/wotlk/item=53132
"Ruby Sanctum N25",Halion,"Petrified Twilight Scale",epic,54571,https://wowhead.com/wotlk/item=54571
"Ruby Sanctum N25",Halion,"Phaseshifter's Bracers",epic,53134,https://wowhead.com/wotlk/item=53134
"Ruby Sanctum N25",Halion,"Returning Footfalls",epic,53127,https://wowhead.com/wotlk/item=53127
"Ruby Sanctum N25",Halion,"Ring of Phased Regeneration",epic,53490,https://wowhead.com/wotlk/item=53490
"Ruby Sanctum N25",Halion,"Sharpened Twilight Scale",epic,54569,https://wowhead.com/wotlk/item=54569
